week,tv_spend,facebook_spend,search_spend,other_spend,revenue,log_revenue
2013-07-07,4.25,1.17,1.5,0.66,12.86,2.55
2013-07-14,4.79,2.29,2.97,2.0,-121.44,0.0
2013-07-21,4.94,1.49,1.09,1.44,-206.28,0.0
2013-07-28,4.01,2.19,1.27,0.99,519.79,6.25
2013-08-04,2.51,1.69,2.43,0.43,-191.66,0.0
2013-08-11,1.33,2.98,3.75,1.32,448.92,6.11
2013-08-18,4.11,2.32,3.55,1.39,-48.0,0.0
2013-08-25,3.23,2.88,3.9,1.69,285.39,5.65
2013-09-01,2.7,2.59,2.88,0.79,192.89,5.26
2013-09-08,4.63,2.76,2.96,1.97,257.46,5.55
2013-09-15,1.44,2.54,2.8,1.05,235.63,5.46
2013-09-22,2.97,1.65,2.79,0.8,-232.86,0.0
2013-09-29,1.05,1.13,1.27,0.89,-89.83,0.0
2013-10-06,2.87,1.43,2.54,1.18,-189.49,0.0
2013-10-13,1.23,0.55,2.04,1.89,94.26,4.55
2013-10-20,1.48,1.81,2.22,1.55,-190.16,0.0
2013-10-27,1.47,1.76,2.48,1.28,-319.76,0.0
2013-11-03,3.6,1.81,1.21,0.58,24.08,3.18
2013-11-10,3.98,2.94,1.95,0.55,-342.7,0.0
2013-11-17,3.33,2.78,1.0,1.15,132.57,4.89
2013-11-24,4.85,0.9,3.93,1.54,-135.17,0.0
2013-12-01,2.5,1.42,1.18,1.58,-105.48,0.0
2013-12-08,2.14,1.56,1.63,0.68,-392.39,0.0
2013-12-15,4.47,1.4,3.65,0.47,439.76,6.09
2013-12-22,1.89,2.5,2.34,0.95,-207.54,0.0
2013-12-29,4.85,1.81,1.23,1.86,15.56,2.74
2014-01-05,1.05,1.93,2.03,1.23,-290.22,0.0
2014-01-12,4.88,2.63,1.17,0.84,-74.72,0.0
2014-01-19,1.17,2.51,1.44,0.85,415.78,6.03
2014-01-26,4.56,0.83,0.97,0.52,123.1,4.81
2014-02-02,3.11,2.28,2.2,1.1,-53.87,0.0
2014-02-09,4.97,1.59,3.38,1.65,110.95,4.71
2014-02-16,1.3,1.24,2.68,1.95,-37.05,0.0
2014-02-23,3.22,0.63,2.74,1.15,61.61,4.12
2014-03-02,4.88,1.72,1.44,0.58,232.96,5.45
2014-03-09,3.09,1.39,1.9,1.46,10.99,2.4
2014-03-16,3.52,1.13,3.5,1.59,146.19,4.98
2014-03-23,3.78,2.24,1.08,0.42,122.73,4.81
2014-03-30,2.82,2.42,3.55,1.75,48.31,3.88
2014-04-06,3.51,1.11,2.35,1.71,-61.99,0.0
2014-04-13,3.34,0.62,3.48,1.1,-13.16,0.0
2014-04-20,4.6,2.62,1.82,1.25,241.66,5.49
2014-04-27,1.18,0.52,1.88,1.51,208.06,5.34
2014-05-04,2.12,2.84,3.21,1.45,-121.13,0.0
2014-05-11,4.8,2.07,3.31,0.33,62.36,4.13
2014-05-18,4.56,1.3,1.53,0.51,-72.88,0.0
2014-05-25,2.82,1.12,3.91,0.58,257.55,5.55
2014-06-01,3.48,0.52,1.07,1.58,-36.15,0.0
2014-06-08,2.11,1.09,1.02,1.05,490.65,6.2
2014-06-15,1.75,0.84,2.71,1.23,114.45,4.74
2014-06-22,2.85,2.03,3.11,1.61,338.36,5.82
2014-06-29,2.41,0.92,3.87,0.88,-110.1,0.0
2014-07-06,3.33,1.82,2.1,1.57,90.18,4.5
2014-07-13,1.31,1.98,0.88,1.05,175.9,5.17
2014-07-20,4.9,1.25,2.73,0.94,-106.89,0.0
2014-07-27,4.94,0.59,1.73,0.87,80.92,4.39
2014-08-03,3.79,0.59,2.19,1.94,290.31,5.67
2014-08-10,3.14,0.57,2.36,1.61,9.96,2.3
2014-08-17,2.24,2.35,1.01,0.33,-107.5,0.0
2014-08-24,4.26,1.3,2.36,1.93,455.14,6.12
2014-08-31,3.74,2.49,2.16,1.62,-133.99,0.0
2014-09-07,1.65,1.58,3.08,0.55,112.3,4.72
2014-09-14,4.64,1.63,2.87,0.43,-39.77,0.0
2014-09-21,4.29,1.78,1.39,0.82,-106.65,0.0
2014-09-28,4.8,2.28,1.46,1.36,242.82,5.49
2014-10-05,3.9,1.18,1.6,1.35,35.11,3.56
2014-10-12,3.45,0.8,1.37,0.77,142.89,4.96
2014-10-19,2.67,1.89,2.9,1.06,-358.13,0.0
2014-10-26,4.73,1.32,3.98,0.66,217.31,5.38
2014-11-02,4.46,1.61,2.89,0.39,-43.9,0.0
2014-11-09,1.18,2.12,2.74,1.18,-293.9,0.0
2014-11-16,1.11,1.74,2.11,0.89,442.74,6.09
2014-11-23,2.51,2.05,1.8,1.22,197.98,5.29
2014-11-30,4.24,1.86,3.72,1.91,167.0,5.12
2014-12-07,4.95,2.35,3.9,0.54,378.9,5.94
2014-12-14,1.6,2.26,2.39,0.3,126.87,4.84
2014-12-21,3.38,1.84,1.73,0.43,-82.6,0.0
2014-12-28,2.52,2.2,3.26,1.09,65.96,4.19
2015-01-04,4.88,2.68,1.22,1.5,-38.56,0.0
2015-01-11,4.37,1.58,3.25,1.29,9.03,2.2
2015-01-18,4.35,1.53,3.42,1.14,-141.32,0.0
2015-01-25,2.87,2.41,1.2,0.9,-119.57,0.0
2015-02-01,2.66,1.96,3.93,0.83,286.69,5.66
2015-02-08,2.09,0.68,3.95,0.94,155.3,5.05
2015-02-15,1.23,2.73,3.8,1.34,5.63,1.73
2015-02-22,4.46,0.58,2.39,0.59,-124.28,0.0
2015-03-01,4.25,2.37,1.59,1.61,13.25,2.58
2015-03-08,5.0,2.4,2.66,1.28,-221.69,0.0
2015-03-15,4.99,2.88,2.14,0.76,135.76,4.91
2015-03-22,3.22,0.64,1.46,1.15,250.14,5.52
2015-03-29,4.08,1.99,2.16,1.94,571.93,6.35
2015-04-05,4.78,1.57,2.92,0.33,-118.04,0.0
2015-04-12,4.4,1.33,1.03,0.64,250.47,5.52
2015-04-19,1.99,0.73,1.87,1.06,-83.5,0.0
2015-04-26,2.8,1.91,0.86,1.39,-160.61,0.0
2015-05-03,1.52,1.7,3.2,0.66,-142.0,0.0
2015-05-10,4.82,0.76,2.85,1.88,127.98,4.85
2015-05-17,3.42,2.03,1.0,1.39,-112.42,0.0
2015-05-24,1.91,2.34,3.89,1.79,-10.65,0.0
2015-05-31,3.69,2.42,0.87,0.86,-12.18,0.0
2015-06-07,3.47,2.76,2.69,1.71,-38.19,0.0
2015-06-14,2.43,1.52,3.28,0.94,-70.79,0.0
2015-06-21,1.45,2.88,3.32,0.73,-386.14,0.0
2015-06-28,3.69,2.66,0.91,1.85,101.74,4.62
2015-07-05,3.08,1.24,3.7,0.46,110.87,4.71
2015-07-12,4.09,0.9,3.74,1.9,-50.38,0.0
2015-07-19,3.08,1.59,2.6,1.08,160.13,5.08
2015-07-26,4.41,1.5,2.34,1.99,377.79,5.93
2015-08-02,3.21,1.94,0.94,1.22,73.89,4.3
2015-08-09,3.24,1.96,2.6,1.59,362.42,5.89
2015-08-16,4.51,2.37,2.11,0.31,545.39,6.3
2015-08-23,2.61,1.77,3.27,1.14,603.13,6.4
2015-08-30,1.54,0.76,2.09,1.55,-177.06,0.0
2015-09-06,1.12,2.65,2.99,1.63,-142.98,0.0
2015-09-13,4.02,1.27,1.12,0.57,-21.72,0.0
2015-09-20,3.48,2.93,1.23,1.01,112.17,4.72
2015-09-27,3.82,0.79,1.25,1.01,381.16,5.94
2015-10-04,1.85,2.9,0.95,0.48,191.58,5.26
2015-10-11,1.55,0.73,2.53,1.05,-176.31,0.0
2015-10-18,1.06,1.08,3.34,1.67,-42.46,0.0
2015-10-25,2.4,0.62,2.75,0.81,63.57,4.15
2015-11-01,3.36,2.26,2.64,1.04,-199.03,0.0
2015-11-08,2.57,2.63,2.98,1.93,109.13,4.69
2015-11-15,2.75,1.59,1.89,0.35,-166.59,0.0
2015-11-22,4.62,2.82,1.96,1.31,-223.45,0.0
2015-11-29,2.39,1.98,1.81,1.56,-111.64,0.0
2015-12-06,3.06,2.08,3.08,1.59,185.7,5.22
2015-12-13,4.13,2.61,1.32,1.52,172.61,5.15
2015-12-20,2.59,1.24,0.84,1.53,75.22,4.32
2015-12-27,3.49,1.39,2.71,0.4,285.48,5.65
2016-01-03,4.45,2.76,3.82,1.21,309.17,5.73
2016-01-10,4.8,2.75,2.75,1.63,161.7,5.09
2016-01-17,1.59,2.94,3.31,0.46,113.16,4.73
2016-01-24,4.71,2.75,2.95,0.32,142.51,4.96
2016-01-31,2.97,0.82,2.39,1.68,48.34,3.88
2016-02-07,2.03,2.56,3.1,1.51,-333.86,0.0
2016-02-14,2.84,1.52,3.44,1.0,324.65,5.78
2016-02-21,4.92,2.98,1.52,1.9,186.87,5.23
2016-02-28,2.97,1.68,1.88,1.6,-163.18,0.0
2016-03-06,2.32,1.88,1.52,1.95,359.16,5.88
2016-03-13,3.53,1.82,2.25,1.88,-24.73,0.0
2016-03-20,1.96,1.3,3.63,1.12,69.86,4.25
2016-03-27,1.3,0.69,1.9,1.58,259.88,5.56
2016-04-03,1.52,2.74,2.0,1.44,126.18,4.84
2016-04-10,1.51,2.51,3.55,1.68,370.95,5.92
2016-04-17,1.61,0.85,2.45,1.64,-2.44,0.0
2016-04-24,1.56,2.44,2.51,0.56,420.48,6.04
2016-05-01,3.56,2.06,3.55,0.7,-45.47,0.0
2016-05-08,1.73,1.52,2.37,0.75,334.92,5.81
2016-05-15,2.38,1.14,2.98,1.69,-367.17,0.0
2016-05-22,4.59,2.65,1.07,1.68,-127.05,0.0
2016-05-29,2.9,2.25,1.37,1.14,136.05,4.91
2016-06-05,3.67,1.87,2.09,1.29,9.55,2.26
2016-06-12,1.69,2.02,2.38,1.71,67.13,4.21
2016-06-19,1.77,0.73,3.89,0.83,93.73,4.54
2016-06-26,1.16,1.68,3.91,0.39,-148.14,0.0
2016-07-03,1.68,0.98,3.52,1.12,-139.51,0.0
2016-07-10,2.11,1.02,1.81,1.85,112.01,4.72
2016-07-17,1.71,2.15,3.88,1.64,-27.27,0.0
2016-07-24,1.35,2.78,3.01,0.92,362.09,5.89
2016-07-31,1.48,1.51,2.06,0.41,24.5,3.2
2016-08-07,2.84,1.02,3.05,1.38,231.32,5.44
2016-08-14,1.83,2.12,0.85,1.72,150.02,5.01
2016-08-21,2.46,2.68,1.27,1.43,-42.27,0.0
2016-08-28,3.01,2.37,3.45,1.02,-286.57,0.0
2016-09-04,3.76,2.67,2.87,0.51,344.68,5.84
2016-09-11,1.16,1.84,1.97,1.85,-125.7,0.0
2016-09-18,4.2,2.38,2.4,0.77,21.26,3.06
2016-09-25,3.51,0.85,3.7,0.68,66.98,4.2
2016-10-02,1.33,1.37,2.82,1.69,67.61,4.21
2016-10-09,4.49,1.47,2.07,1.97,286.98,5.66
2016-10-16,4.68,1.78,1.19,1.42,84.86,4.44
2016-10-23,1.24,2.82,1.74,1.36,51.27,3.94
2016-10-30,2.11,2.69,3.93,0.84,315.96,5.76
2016-11-06,4.22,0.84,2.2,0.33,198.63,5.29
2016-11-13,3.99,0.93,2.31,0.63,-66.21,0.0
2016-11-20,1.74,1.39,2.4,1.29,-156.4,0.0
2016-11-27,1.84,1.23,3.63,0.56,-78.1,0.0
2016-12-04,2.48,2.04,2.73,1.8,84.46,4.44
2016-12-11,2.94,2.76,3.02,0.62,-144.23,0.0
2016-12-18,3.47,2.91,2.05,1.19,117.43,4.77
2016-12-25,2.48,2.13,0.89,1.17,38.82,3.66
2017-01-01,2.85,2.6,3.78,1.33,-391.24,0.0
2017-01-08,3.99,1.81,3.84,0.86,-165.72,0.0
2017-01-15,1.15,1.02,3.84,1.79,-489.24,0.0
2017-01-22,2.01,1.81,3.82,1.06,31.61,3.45
2017-01-29,3.85,1.89,3.41,1.49,326.87,5.79
2017-02-05,4.58,2.36,2.99,1.38,-261.45,0.0
2017-02-12,3.05,1.05,3.5,0.5,-172.45,0.0
2017-02-19,3.13,1.42,2.72,1.36,56.95,4.04
2017-02-26,1.43,1.41,1.23,1.24,-159.77,0.0
2017-03-05,2.79,2.9,2.05,1.83,-116.72,0.0
2017-03-12,3.13,1.61,3.91,1.8,220.29,5.39
2017-03-19,1.97,2.39,1.92,0.56,-22.93,0.0
2017-03-26,2.08,2.38,3.58,0.44,-196.35,0.0
2017-04-02,2.51,1.16,1.1,0.8,-363.03,0.0
2017-04-09,1.08,1.93,1.87,1.98,511.41,6.24
2017-04-16,2.29,2.74,1.92,0.34,307.33,5.73
2017-04-23,1.85,1.69,0.97,1.44,-33.61,0.0
2017-04-30,2.31,2.86,1.18,1.33,94.79,4.55
2017-05-07,1.48,1.04,1.42,1.4,-45.17,0.0
2017-05-14,4.56,0.69,3.48,0.67,202.38,5.31
2017-05-21,3.37,2.73,1.0,0.69,-92.63,0.0
2017-05-28,3.72,2.62,1.76,1.03,-15.97,0.0
2017-06-04,4.16,2.98,0.83,0.46,174.91,5.16
2017-06-11,2.99,2.2,3.03,0.43,388.63,5.96
2017-06-18,1.35,2.84,2.78,0.45,237.19,5.47
2017-06-25,3.15,2.57,2.86,1.27,352.11,5.86
2017-07-02,3.35,2.61,2.0,0.98,30.48,3.42
2017-07-09,3.98,1.92,1.47,0.8,-43.68,0.0
2017-07-16,2.73,1.46,3.11,0.84,-297.63,0.0
2017-07-23,1.51,2.84,3.4,0.65,114.75,4.74
2017-07-30,2.14,1.58,1.24,1.0,135.5,4.91
2017-08-06,2.45,1.85,2.36,0.65,20.38,3.01
2017-08-13,3.58,1.62,1.6,1.49,-75.92,0.0
2017-08-20,3.28,1.91,1.34,0.51,320.51,5.77
2017-08-27,2.42,1.68,3.15,1.91,222.68,5.41
2017-09-03,4.95,0.62,2.52,0.45,349.66,5.86
2017-09-10,3.42,2.71,1.49,1.9,-98.97,0.0
2017-09-17,1.95,1.61,1.79,1.72,-71.26,0.0
2017-09-24,1.41,1.97,3.89,1.46,341.25,5.83
2017-10-01,1.61,0.85,3.52,1.85,75.59,4.33
2017-10-08,1.98,0.51,3.62,0.54,-34.93,0.0
2017-10-15,1.64,1.11,2.27,0.6,-36.32,0.0
2017-10-22,1.75,2.26,2.8,0.73,84.48,4.44
2017-10-29,2.14,0.75,2.01,0.72,260.35,5.56
2017-11-05,1.69,2.77,1.05,0.83,34.58,3.54
2017-11-12,4.59,1.04,2.08,1.28,244.9,5.5
2017-11-19,1.32,1.01,2.7,0.35,158.43,5.07
2017-11-26,3.1,0.95,1.72,0.95,-108.91,0.0
2017-12-03,2.64,0.53,3.51,0.72,-91.98,0.0
2017-12-10,4.93,2.43,1.28,1.33,4.45,1.49
2017-12-17,1.45,2.69,1.97,1.97,-184.04,0.0
2017-12-24,2.59,2.04,1.2,1.18,-33.78,0.0
2017-12-31,4.88,0.97,2.1,1.02,389.91,5.97
2018-01-07,4.46,1.21,0.93,0.93,62.51,4.14
2018-01-14,4.27,1.69,1.67,1.63,-65.61,0.0
2018-01-21,2.03,2.89,2.08,0.42,467.38,6.15
2018-01-28,1.68,1.12,2.33,1.93,-114.62,0.0
2018-02-04,3.67,2.33,2.54,1.01,-91.88,0.0
2018-02-11,4.72,1.6,1.68,0.83,332.19,5.81
2018-02-18,3.23,1.24,2.47,1.96,219.9,5.39
2018-02-25,3.29,1.64,2.43,1.89,65.84,4.19
2018-03-04,2.12,0.68,1.81,1.39,225.61,5.42
2018-03-11,4.08,2.5,3.46,0.33,176.21,5.17
2018-03-18,1.75,1.11,2.55,1.57,-163.9,0.0
2018-03-25,2.29,2.31,1.86,0.87,-401.1,0.0
2018-04-01,2.7,0.67,3.83,0.96,-21.53,0.0
2018-04-08,3.03,2.89,3.5,0.57,331.3,5.8
2018-04-15,1.97,0.98,3.94,1.19,6.97,1.94
2018-04-22,1.46,2.71,3.02,1.57,189.23,5.24
2018-04-29,3.44,2.52,2.01,0.76,128.7,4.86
2018-05-06,2.15,2.92,1.7,1.9,-251.47,0.0
2018-05-13,3.32,1.69,2.92,0.63,12.65,2.54
2018-05-20,1.62,2.32,3.94,0.41,173.68,5.16
2018-05-27,2.92,1.43,2.81,1.4,-67.85,0.0
2018-06-03,3.13,0.96,3.62,1.74,27.1,3.3
2018-06-10,1.21,1.61,1.85,1.92,144.7,4.97
2018-06-17,2.35,0.91,2.1,1.6,83.82,4.43
2018-06-24,1.54,2.96,3.7,0.64,315.84,5.76
2018-07-01,1.25,0.74,3.22,1.96,153.79,5.04
2018-07-08,4.96,1.97,3.94,1.86,-59.39,0.0
2018-07-15,2.29,2.07,3.28,0.58,-0.32,0.0
2018-07-22,4.24,1.85,2.24,1.25,99.9,4.6
2018-07-29,2.02,2.16,2.5,1.24,353.41,5.87
2018-08-05,3.73,0.79,3.68,1.05,5.07,1.62
2018-08-12,4.04,1.89,2.57,1.97,-243.19,0.0
2018-08-19,3.38,1.22,1.62,0.4,156.06,5.05
2018-08-26,2.89,2.85,2.19,1.37,-54.08,0.0
2018-09-02,2.65,2.41,2.45,0.65,-166.99,0.0
2018-09-09,2.4,2.93,1.11,1.2,80.72,4.39
2018-09-16,4.72,0.59,3.18,1.63,295.27,5.69
2018-09-23,4.32,1.21,1.15,0.72,-44.8,0.0
2018-09-30,4.86,0.99,2.1,0.97,186.34,5.23
2018-10-07,1.5,0.53,3.37,1.92,214.9,5.37
2018-10-14,3.92,1.11,2.3,1.59,245.43,5.5
2018-10-21,4.75,2.2,3.49,1.27,-23.28,0.0
2018-10-28,1.72,1.08,1.89,0.68,-165.69,0.0
2018-11-04,1.27,1.77,3.86,1.02,-102.47,0.0
2018-11-11,3.96,2.72,1.47,1.62,252.68,5.53
2018-11-18,3.3,2.23,0.92,1.69,208.99,5.34
2018-11-25,4.37,1.49,3.59,0.72,-81.2,0.0
2018-12-02,1.56,1.43,3.21,1.43,511.41,6.24
2018-12-09,4.18,1.64,1.54,0.46,-136.71,0.0
2018-12-16,1.81,0.94,3.95,0.34,286.62,5.66
2018-12-23,1.65,2.09,2.41,1.23,384.46,5.95
2018-12-30,1.66,1.41,3.84,0.68,113.19,4.73
2019-01-06,4.26,2.63,2.42,0.43,-49.9,0.0
2019-01-13,3.66,2.39,2.31,1.54,-49.24,0.0
2019-01-20,3.09,2.03,2.24,1.15,35.93,3.58
2019-01-27,2.44,1.41,1.87,1.65,288.93,5.67
2019-02-03,4.51,1.02,2.51,1.43,-146.85,0.0
2019-02-10,2.57,2.44,2.25,1.54,-276.48,0.0
2019-02-17,4.27,1.72,0.92,0.82,145.01,4.98
2019-02-24,2.76,1.06,1.63,0.75,179.36,5.19
2019-03-03,2.51,0.99,1.48,1.32,454.35,6.12
2019-03-10,2.85,0.91,3.58,0.64,-185.86,0.0
2019-03-17,2.21,2.44,2.72,1.69,69.17,4.24
2019-03-24,3.99,1.07,3.24,1.19,331.76,5.8
2019-03-31,3.01,1.82,3.86,0.69,131.42,4.88
2019-04-07,1.93,1.63,2.86,1.36,45.62,3.82
2019-04-14,4.6,1.95,3.94,1.91,286.85,5.66
2019-04-21,2.54,2.69,1.8,0.44,-38.12,0.0
2019-04-28,3.17,2.67,1.4,0.49,251.08,5.53
2019-05-05,4.63,1.63,2.09,1.73,-154.14,0.0
2019-05-12,3.5,0.54,2.31,0.49,-232.42,0.0
2019-05-19,1.47,1.57,3.67,0.37,32.63,3.49
2019-05-26,4.76,2.02,2.59,0.89,-407.06,0.0
2019-06-02,3.51,1.89,1.73,1.09,99.25,4.6
2019-06-09,2.34,2.13,3.18,1.27,-248.27,0.0
2019-06-16,1.56,0.89,2.42,1.16,121.66,4.8
2019-06-23,4.18,2.12,1.32,1.85,124.94,4.83
2019-06-30,3.48,0.96,2.65,1.61,73.45,4.3
2019-07-07,3.13,2.38,3.72,1.97,206.48,5.33
2019-07-14,4.58,1.35,3.5,1.11,151.61,5.02
2019-07-21,4.15,2.27,2.68,0.44,44.32,3.79
2019-07-28,1.61,0.62,2.01,1.92,426.21,6.05
2019-08-04,2.25,1.52,1.08,0.31,132.58,4.89
2019-08-11,1.99,2.26,2.3,1.62,240.12,5.48
2019-08-18,3.98,1.07,3.21,0.35,309.09,5.73
2019-08-25,1.13,2.49,1.95,1.59,209.82,5.35
2019-09-01,3.28,2.08,1.55,1.89,496.5,6.21
2019-09-08,4.05,1.97,3.78,0.96,150.74,5.02
2019-09-15,4.51,1.38,3.43,0.71,106.25,4.67
2019-09-22,2.37,1.71,2.84,0.68,-44.43,0.0
2019-09-29,4.29,1.99,1.24,1.14,31.19,3.44
2019-10-06,1.44,1.68,1.26,0.59,-92.62,0.0
2019-10-13,4.39,2.25,1.13,1.44,221.65,5.4
2019-10-20,1.51,1.58,2.77,0.93,-105.16,0.0
2019-10-27,2.59,1.01,1.17,0.85,69.33,4.24
2019-11-03,4.19,1.03,3.5,1.08,215.71,5.37
2019-11-10,1.6,0.51,3.98,1.22,114.81,4.74
2019-11-17,1.92,1.25,1.97,0.54,-116.53,0.0
2019-11-24,3.89,2.37,2.25,1.5,240.66,5.48
2019-12-01,3.88,2.49,3.08,1.8,98.96,4.59
2019-12-08,3.56,1.01,3.8,0.77,-473.11,0.0
2019-12-15,3.78,2.9,3.66,0.61,-73.74,0.0
2019-12-22,3.17,1.76,0.98,1.59,349.39,5.86
2019-12-29,2.01,2.79,1.34,0.61,369.61,5.91
2020-01-05,2.38,2.27,3.21,0.37,201.56,5.31
2020-01-12,1.73,2.31,3.0,1.35,250.13,5.52
2020-01-19,4.63,0.71,1.23,0.71,-88.1,0.0
2020-01-26,3.33,1.05,2.41,0.59,26.3,3.27
2020-02-02,2.6,0.52,3.3,1.97,333.49,5.81
2020-02-09,2.85,2.29,1.5,0.8,161.93,5.09
2020-02-16,4.79,1.36,3.59,1.84,130.64,4.87
2020-02-23,1.61,2.47,0.97,0.6,22.7,3.12
2020-03-01,3.34,1.35,3.3,1.69,335.83,5.82
2020-03-08,3.02,2.55,2.77,1.15,326.5,5.79
2020-03-15,3.45,0.83,1.81,0.43,196.72,5.28
2020-03-22,1.07,0.93,3.11,1.55,87.38,4.47
2020-03-29,4.49,1.35,3.3,1.82,39.42,3.67
2020-04-05,4.73,1.52,3.79,0.58,254.4,5.54
2020-04-12,3.26,1.37,1.98,1.53,-140.52,0.0
2020-04-19,3.79,2.41,3.0,1.06,-69.5,0.0
2020-04-26,4.69,0.74,2.73,1.58,-194.96,0.0
2020-05-03,3.83,1.38,2.48,1.51,338.99,5.83
2020-05-10,1.61,2.59,3.65,0.35,-43.67,0.0
2020-05-17,3.31,0.67,0.81,0.6,130.42,4.87
2020-05-24,3.43,2.86,1.7,1.1,67.62,4.21
2020-05-31,2.7,2.97,2.52,1.89,683.94,6.53
2020-06-07,3.95,0.72,1.37,0.88,153.57,5.03
2020-06-14,4.74,1.23,3.71,1.37,-257.37,0.0
2020-06-21,4.7,1.43,2.87,0.32,334.56,5.81
2020-06-28,2.8,2.44,2.33,1.51,16.77,2.82
2020-07-05,1.45,1.99,3.41,1.33,53.05,3.97
2020-07-12,4.94,2.11,2.24,1.52,-28.43,0.0
2020-07-19,4.36,2.39,2.59,1.84,150.7,5.02
2020-07-26,1.5,0.79,0.81,0.55,72.91,4.29
2020-08-02,4.68,2.58,1.97,0.74,-27.36,0.0
2020-08-09,4.48,2.26,1.24,1.99,-10.0,0.0
2020-08-16,3.08,1.94,3.01,0.57,116.11,4.75
2020-08-23,3.37,2.72,2.33,1.53,-366.31,0.0
2020-08-30,2.6,2.25,1.77,1.53,-206.37,0.0
2020-09-06,1.22,1.0,2.3,1.46,397.56,5.99
2020-09-13,2.34,1.57,1.47,0.69,128.68,4.86
2020-09-20,4.21,1.74,3.76,0.67,9.26,2.23
2020-09-27,1.02,0.64,0.97,1.43,-301.66,0.0
2020-10-04,2.33,2.89,3.57,0.62,98.67,4.59
2020-10-11,2.59,0.82,2.44,1.42,271.31,5.6
2020-10-18,3.15,2.24,2.78,1.14,627.36,6.44
2020-10-25,4.68,1.77,1.77,0.96,468.35,6.15
2020-11-01,2.39,0.56,3.89,0.81,-89.08,0.0
2020-11-08,2.39,2.81,1.7,1.91,-11.23,0.0
2020-11-15,3.95,2.63,2.68,1.16,-185.06,0.0
2020-11-22,2.81,1.81,3.98,1.25,-58.18,0.0
2020-11-29,1.9,1.07,3.62,1.91,49.35,3.9
2020-12-06,2.81,0.8,2.52,1.41,3.5,1.25
2020-12-13,1.56,1.41,3.97,1.93,509.5,6.23
2020-12-20,1.71,1.14,3.04,0.48,-187.69,0.0
2020-12-27,2.99,1.77,1.47,1.74,66.84,4.2
2021-01-03,2.68,2.92,2.1,0.87,-320.47,0.0
2021-01-10,4.66,1.94,1.87,1.68,163.15,5.09
2021-01-17,2.45,2.72,1.9,1.75,-178.76,0.0
2021-01-24,3.32,2.13,3.23,0.76,324.94,5.78
2021-01-31,3.53,1.69,2.67,1.0,35.3,3.56
2021-02-07,1.05,2.64,0.92,1.53,-218.84,0.0
2021-02-14,3.65,1.68,3.61,0.47,-314.71,0.0
2021-02-21,1.71,2.67,1.75,1.58,-115.8,0.0
2021-02-28,4.84,1.23,3.99,0.49,163.68,5.1
2021-03-07,1.59,0.82,3.85,1.85,174.0,5.16
2021-03-14,2.66,2.64,3.81,0.77,14.23,2.66
2021-03-21,1.34,1.97,3.4,1.28,276.84,5.62
2021-03-28,4.99,2.72,1.51,0.5,-129.49,0.0
2021-04-04,3.01,2.84,2.5,0.76,-485.85,0.0
2021-04-11,3.38,0.63,1.52,0.99,118.87,4.78
2021-04-18,1.27,1.75,1.63,1.13,319.3,5.77
2021-04-25,4.0,1.44,2.76,0.3,351.94,5.86
2021-05-02,1.84,2.06,0.93,1.81,-197.46,0.0
2021-05-09,4.59,2.48,3.9,0.31,17.71,2.87
2021-05-16,1.82,1.2,3.74,1.62,237.92,5.47
2021-05-23,1.76,1.89,2.02,1.1,-52.84,0.0
2021-05-30,1.15,2.27,2.45,1.19,100.2,4.61
2021-06-06,2.89,0.84,2.29,0.65,-72.5,0.0
2021-06-13,3.26,2.54,3.62,1.33,-100.37,0.0
2021-06-20,1.26,2.02,3.0,1.21,-93.87,0.0
2021-06-27,4.1,2.87,1.69,0.58,286.69,5.66
2021-07-04,2.81,1.35,2.23,0.7,78.42,4.36
2021-07-11,3.1,0.77,2.17,0.41,323.06,5.78
2021-07-18,2.76,1.77,3.87,0.41,207.5,5.34
2021-07-25,2.6,0.71,1.36,0.32,372.72,5.92
2021-08-01,3.24,2.92,1.09,0.67,244.28,5.5
2021-08-08,1.62,0.6,3.62,1.46,233.54,5.45
2021-08-15,1.73,2.38,3.67,0.84,77.56,4.35
2021-08-22,4.45,1.81,3.59,0.88,717.43,6.58
2021-08-29,4.78,1.42,2.44,0.52,117.02,4.76
2021-09-05,2.49,0.66,2.91,1.28,-316.7,0.0
2021-09-12,2.08,2.06,2.6,0.88,138.39,4.93
2021-09-19,3.58,1.96,1.02,1.45,-121.71,0.0
2021-09-26,2.63,1.2,2.71,1.56,287.31,5.66
2021-10-03,1.1,2.78,0.84,1.29,206.41,5.33
2021-10-10,1.62,1.26,1.84,0.77,21.26,3.06
2021-10-17,3.86,1.62,3.78,1.16,-64.6,0.0
2021-10-24,3.64,1.86,1.77,0.73,110.92,4.71
2021-10-31,1.11,0.75,3.81,1.83,-44.09,0.0
2021-11-07,1.89,2.83,1.6,1.6,238.65,5.47
2021-11-14,1.92,1.44,1.81,1.14,176.62,5.17
2021-11-21,3.69,0.7,2.81,1.94,676.99,6.52
2021-11-28,1.08,1.47,3.24,1.23,-8.07,0.0
2021-12-05,1.42,2.0,2.4,0.86,15.01,2.71
2021-12-12,4.2,1.78,3.62,0.46,80.7,4.39
2021-12-19,1.71,2.24,0.93,1.22,38.41,3.65
2021-12-26,3.61,0.64,3.75,1.76,307.05,5.73
2022-01-02,1.95,1.21,1.43,1.77,5.18,1.64
2022-01-09,1.4,2.55,3.63,1.33,497.32,6.21
